No.,Description,Category,Energy (Kcal),Carbohydrate(g),Protein(g),Total Lipid(g),Monounsaturated Fatty Acids(g),Polyunsaturated Fatty Acids(g),Saturated Fatty Acids(g)
3686,"BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK",BABYFOOD,86,10.0,3.82,3.46,0.859,0.342,1.808
3189,"BABYFOOD,CRL,OATMEAL,DRY FORT",BABYFOOD,394,73.48,10.99,6.36,1.564,1.748,0.841
3192,"BABYFOOD,CRL,OATMEAL,W/ APPLSAUC & BANANAS,JR,FORT",BABYFOOD,76,16.03,0.89,0.89,0.216,0.253,0.126
3191,"BABYFOOD,CRL,OATMEAL,W/ APPLSAUC & BANANAS,STR",BABYFOOD,75,15.62,0.89,0.89,0.216,0.253,0.125
3190,"BABYFOOD,CRL,OATMEAL,W/ BANANAS,DRY",BABYFOOD,399,78.07,6.67,6.67,1.429,2.186,1.267
3690,"BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK",BABYFOOD,86,10.0,3.82,3.46,0.859,0.345,1.82
43544,"BABYFOOD,CRL,RICE W/ PEARS & APPL,DRY,INST FORT",BABYFOOD,389,88.5,6.6,0.9,0.252,0.231,0.185
3194,"BABYFOOD,CRL,RICE,DRY,FORT",BABYFOOD,390,83.14,6.65,2.19,0.42,0.784,0.234
3694,"BABYFOOD,CRL,RICE,PREP W/WHL MILK",BABYFOOD,85,10.31,3.45,3.38,0.846,0.333,1.793
3195,"BABYFOOD,CRL,RICE,W/ APPLSAUC & BANANAS,STR",BABYFOOD,80,17.1,1.2,0.4,0.104,0.102,0.114
3212,"BABYFOOD,CRL,RICE,W/ BANANAS,DRY",BABYFOOD,404,79.9,8.7,4.2,0.986,1.503,0.978
3712,"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",BABYFOOD,86,10.49,3.57,3.32,0.826,0.294,1.798
3198,"BABYFOOD,CRL,W/EGG YOLKS,JR",BABYFOOD,52,7.1,1.9,1.8,0.79,0.3,0.61
3197,"BABYFOOD,CRL,W/EGG YOLKS,STR",BABYFOOD,51,7.0,1.9,1.8,0.79,0.3,0.61
3199,"BABYFOOD,CRL,W/EGGS,STR",BABYFOOD,58,8.0,2.2,1.5,0.61,0.33,0.49
3184,"BABYFOOD,CRL,WHL WHEAT,W/ APPLS,DRY FORT",BABYFOOD,402,83.2,6.6,4.8,1.277,1.866,0.639
3297,"BABYFOOD,DINNER,APPLS&CHICK,STR",BABYFOOD,65,10.88,2.16,1.38,0.411,0.35,0.347
3287,"BABYFOOD,DINNER,BF NOODLE,JR",BABYFOOD,57,7.3,2.5,1.9,0.838,0.094,0.766
3047,"BABYFOOD,DINNER,BF NOODLE,STR",BABYFOOD,63,8.18,2.44,2.26,0.941,0.141,0.937
3052,"BABYFOOD,DINNER,BF STEW,TODD",BABYFOOD,51,5.5,5.1,1.2,0.44,0.1,0.58
3055,"BABYFOOD,DINNER,BF W/VEG",BABYFOOD,96,6.36,2.03,6.93,3.12,0.9,2.84
3298,"BABYFOOD,DINNER,BROCCOLI & CHICK,JR",BABYFOOD,62,6.34,3.59,2.48,0.77,0.43,0.51
3069,"BABYFOOD,DINNER,CHICK NOODLE,JR",BABYFOOD,55,8.79,2.37,1.18,0.467,0.272,0.338
3068,"BABYFOOD,DINNER,CHICK NOODLE,STR",BABYFOOD,66,9.08,2.69,2.06,0.854,0.461,0.595
3070,"BABYFOOD,DINNER,CHICK SOUP,STR",BABYFOOD,50,7.2,1.6,1.7,0.425,0.9,0.278
43373,"BABYFOOD,DINNER,CHICK&NOODLE W/VEG,TODD",BABYFOOD,66,8.89,3.8,1.7,0.632,0.392,0.461
43008,"BABYFOOD,DINNER,CHICK&RICE",BABYFOOD,51,9.2,1.6,0.9,0.392,0.188,0.211
3090,"BABYFOOD,DINNER,MACARONI&CHS,JR",BABYFOOD,61,8.2,2.6,2.0,0.534,0.132,1.175
3089,"BABYFOOD,DINNER,MACARONI&CHS,STR",BABYFOOD,67,8.95,3.14,2.11,0.581,0.103,1.291
3045,"BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR",BABYFOOD,59,9.4,2.5,1.1,0.447,0.079,0.411
3044,"BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR",BABYFOOD,61,9.45,2.36,1.47,0.594,0.193,0.486
43432,"BABYFOOD,DINNER,MACARONI,BF&TOMATO SAU,TODD",BABYFOOD,81,11.53,4.34,1.9,0.782,0.14,0.705
3279,"BABYFOOD,DINNER,MXD VEG,JR",BABYFOOD,34,7.88,1.01,0.11,0.0,0.0,0.0
3077,"BABYFOOD,DINNER,PASTA W/VEG",BABYFOOD,60,8.4,1.7,2.1,0.58,0.144,1.23
3304,"BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD",BABYFOOD,78,11.97,3.5,2.0,0.733,0.163,1.1
3050,"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR",BABYFOOD,68,11.42,2.57,1.37,0.497,0.185,0.543
3303,"BABYFOOD,DINNER,SWT POTATOES&CHICK,STR",BABYFOOD,74,11.04,2.51,2.17,0.98,0.48,0.572
3083,"BABYFOOD,DINNER,TURKEY & RICE,JR",BABYFOOD,56,9.57,2.37,0.92,0.304,0.233,0.239
3082,"BABYFOOD,DINNER,TURKEY&RICE,STR",BABYFOOD,52,7.94,2.27,1.24,0.446,0.308,0.338
3073,"BABYFOOD,DINNER,VEG CHICK,STR",BABYFOOD,59,8.42,2.47,1.73,0.712,0.374,0.496
3059,"BABYFOOD,DINNER,VEG&BACON,STR",BABYFOOD,69,8.81,1.92,2.95,1.347,0.377,1.063
3054,"BABYFOOD,DINNER,VEG&BF,JR",BABYFOOD,77,8.84,2.21,3.6,1.289,0.298,1.367
3053,"BABYFOOD,DINNER,VEG&BF,STR",BABYFOOD,77,8.84,2.21,3.6,0.82,0.19,0.87
3274,"BABYFOOD,DINNER,VEG&CHICK,JR",BABYFOOD,53,8.66,2.04,1.12,0.402,0.269,0.302
3062,"BABYFOOD,DINNER,VEG&HAM,JR",BABYFOOD,60,8.64,2.02,1.89,0.811,0.448,0.483
3061,"BABYFOOD,DINNER,VEG&HAM,STR",BABYFOOD,59,7.8,2.19,2.14,0.963,0.234,0.764
3067,"BABYFOOD,DINNER,VEG&LAMB,JR",BABYFOOD,51,7.1,2.1,1.7,0.69,0.154,0.696
3066,"BABYFOOD,DINNER,VEG&LAMB,STR",BABYFOOD,52,6.9,2.0,2.0,0.822,0.167,0.828
3085,"BABYFOOD,DINNER,VEG&TURKEY,JR",BABYFOOD,53,7.55,1.72,1.74,0.687,0.391,0.485
3084,"BABYFOOD,DINNER,VEG&TURKEY,STR",BABYFOOD,48,7.62,2.32,0.9,0.294,0.241,0.236
43004,"BABYFOOD,DSSRT,BANANA PUDD,STR",BABYFOOD,68,14.14,1.0,0.8,0.277,0.111,0.264
43539,"BABYFOOD,DSSRT,BANANA YOGURT,STR",BABYFOOD,78,17.35,1.1,0.52,0.12,0.03,0.37
43537,"BABYFOOD,DSSRT,BLUEBERRY YOGURT,STR",BABYFOOD,77,17.05,0.5,0.7,0.192,0.019,0.452
3225,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",BABYFOOD,69,18.4,0.2,0.2,0.07,0.036,0.058
3224,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",BABYFOOD,68,17.8,0.2,0.3,0.105,0.053,0.087
3246,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",BABYFOOD,86,17.58,1.76,0.98,0.364,0.128,0.325
3245,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",BABYFOOD,85,16.0,1.6,2.0,0.68,0.16,1.01
3221,"BABYFOOD,DSSRT,DUTCH APPL,JR",BABYFOOD,79,19.18,0.2,0.16,0.006,0.045,0.025
3220,"BABYFOOD,DSSRT,DUTCH APPL,STR",BABYFOOD,75,19.74,0.2,0.4,0.08,0.01,0.19
3236,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",BABYFOOD,63,17.2,0.3,0.0,0.0,0.0,0.0
3235,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",BABYFOOD,59,16.0,0.3,0.0,0.0,0.0,0.0
3226,"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",BABYFOOD,80,17.7,1.1,0.9,0.257,0.038,0.545
3233,"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",BABYFOOD,81,20.3,1.3,0.3,0.109,0.041,0.099
3228,"BABYFOOD,DSSRT,PEACH COBBLER,JR",BABYFOOD,67,18.3,0.3,0.0,0.0,0.0,0.0
3227,"BABYFOOD,DSSRT,PEACH COBBLER,STR",BABYFOOD,65,17.8,0.3,0.0,0.0,0.0,0.0
43536,"BABYFOOD,DSSRT,PEACH YOGURT",BABYFOOD,76,17.6,0.9,0.18,0.048,0.005,0.117
33879,"BABYFOOD,FINGER SNACKS,GERB,GRADUAT,LIL CRUNCHI - MILD CHEDD",BABYFOOD,513,57.61,8.26,27.76,7.093,11.678,5.2
3023,"BABYFOOD,FINGER SNACKS,GERBER,GRADUATES,PUFFS,APPL & CINN",BABYFOOD,389,85.79,6.19,2.3,0.306,0.527,0.143
3964,"BABYFOOD,FORT CRL BAR,FRUIT FILLING",BABYFOOD,344,68.63,5.43,5.3,3.107,1.541,0.453
3154,"BABYFOOD,FRUIT & VEG,APPL & SWT POTATO",BABYFOOD,64,15.3,0.3,0.22,0.008,0.079,0.041
3140,"BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA",BABYFOOD,70,19.0,0.3,0.2,0.06,0.03,0.039
43585,"BABYFOOD,FRUIT SUPREME DSSRT",BABYFOOD,73,17.18,0.5,0.2,0.025,0.068,0.03
3153,"BABYFOOD,FRUIT,APPL & RASPBERRY,JR",BABYFOOD,58,15.4,0.2,0.2,0.008,0.063,0.032
3152,"BABYFOOD,FRUIT,APPL & RASPBERRY,STR",BABYFOOD,58,15.6,0.2,0.2,0.008,0.062,0.033
3165,"BABYFOOD,FRUIT,APPL&BLUEBERRY,JR",BABYFOOD,62,16.6,0.2,0.2,0.019,0.073,0.024
3164,"BABYFOOD,FRUIT,APPL&BLUEBERRY,STR",BABYFOOD,61,16.3,0.2,0.2,0.019,0.073,0.024
3145,"BABYFOOD,FRUIT,APPLSAUC & CHERRIES,JR",BABYFOOD,51,14.1,0.0,0.0,0.0,0.0,0.0
3147,"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR",BABYFOOD,66,16.16,0.37,0.1,0.01,0.05,0.04
3143,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR",BABYFOOD,47,12.4,0.2,0.2,0.03,0.051,0.028
3142,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR",BABYFOOD,44,11.64,0.2,0.2,0.037,0.045,0.024
3144,"BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR",BABYFOOD,51,14.1,0.0,0.0,0.0,0.0,0.0
3151,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR",BABYFOOD,39,10.5,0.1,0.1,0.009,0.032,0.011
3150,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR",BABYFOOD,37,10.1,0.1,0.1,0.009,0.032,0.01
3117,"BABYFOOD,FRUIT,APPLSAUC,JR",BABYFOOD,37,10.3,0.0,0.0,0.0,0.0,0.0
3116,"BABYFOOD,FRUIT,APPLSAUC,STR",BABYFOOD,41,10.8,0.2,0.2,0.008,0.056,0.032
3128,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR",BABYFOOD,63,17.3,0.3,0.0,0.0,0.0,0.0
3118,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR",BABYFOOD,60,16.3,0.3,0.0,0.0,0.0,0.0
3163,"BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR",BABYFOOD,83,19.31,0.9,0.22,0.028,0.085,0.106
3280,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",BABYFOOD,67,17.8,0.4,0.2,0.018,0.037,0.076
3129,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR",BABYFOOD,56,15.3,0.4,0.1,0.01,0.019,0.035
3156,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR",BABYFOOD,68,18.4,0.2,0.1,0.009,0.02,0.036
3157,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR",BABYFOOD,65,17.8,0.2,0.0,0.0,0.0,0.0
3131,"BABYFOOD,FRUIT,PEACHES,JR",BABYFOOD,65,14.48,0.94,0.33,0.01,0.04,0.02
3130,"BABYFOOD,FRUIT,PEACHES,STR",BABYFOOD,65,14.48,0.94,0.33,0.01,0.04,0.02
3159,"BABYFOOD,FRUIT,PEARS&PNAPPL,JR",BABYFOOD,44,11.4,0.3,0.2,0.031,0.058,0.013
3158,"BABYFOOD,FRUIT,PEARS&PNAPPL,STR",BABYFOOD,41,10.9,0.3,0.1,0.016,0.029,0.007
3133,"BABYFOOD,FRUIT,PEARS,JR",BABYFOOD,44,11.6,0.3,0.1,0.021,0.023,0.006
3132,"BABYFOOD,FRUIT,PEARS,STR",BABYFOOD,42,10.8,0.3,0.2,0.042,0.046,0.012
3135,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR",BABYFOOD,74,20.5,0.1,0.0,0.0,0.0,0.0
3134,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR",BABYFOOD,71,19.7,0.1,0.0,0.0,0.0,0.0
3137,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR",BABYFOOD,70,18.7,0.6,0.1,0.066,0.022,0.008
3136,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR",BABYFOOD,69,18.5,0.6,0.1,0.066,0.022,0.008
43007,"BABYFOOD,FRUIT,TUTTI FRUTTI,JR",BABYFOOD,69,16.0,0.4,0.4,0.148,0.061,0.11
43006,"BABYFOOD,FRUIT,TUTTI FRUTTI,STR",BABYFOOD,66,15.48,0.4,0.3,0.113,0.043,0.087
3022,"BABYFOOD,GERBER,2ND FOODS,APPL,CARROT & SQUASH,ORGANIC",BABYFOOD,64,14.82,1.1,0.0,0.0,0.0,0.0
3025,"BABYFOOD,GERBER,3RD FOODS,APPL,MANGO & KIWI",BABYFOOD,53,12.88,0.47,0.0,0.0,0.0,0.0
33878,"BABYFOOD,GERBER,BANANA W/ ORANGE MEDLEY",BABYFOOD,86,20.41,1.06,0.0,0.0,0.0,0.0
44074,"BABYFOOD,GRAPE JUC,NO SUGAR,CND",BABYFOOD,62,15.38,0.0,0.0,0.0,0.0,0.0
42286,"BABYFOOD,GRN BNS&TURKEY,STR",BABYFOOD,51,5.35,4.1,1.5,0.27,0.42,0.5
3093,"BABYFOOD,GRN BNS,DICES,TODD",BABYFOOD,29,5.7,1.2,0.2,0.008,0.102,0.044
3024,"BABYFOOD,H2O,BTLD,GERBER,WO/ ADDED FLUORIDE.",BABYFOOD,0,0.0,0.0,0.0,0.0,0.0,0.0
3001,"BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",BABYFOOD,347,86.68,0.0,0.02,0.0,0.0,0.0
43535,"BABYFOOD,JUC,APPL - CHERRY",BABYFOOD,47,11.2,0.2,0.1,0.0,0.03,0.02
3268,"BABYFOOD,JUC,APPL&CHERRY",BABYFOOD,41,9.9,0.1,0.2,0.011,0.06,0.035
3265,"BABYFOOD,JUC,APPL&GRAPE",BABYFOOD,46,11.34,0.1,0.2,0.009,0.059,0.04
3168,"BABYFOOD,JUC,APPL&PEACH",BABYFOOD,43,10.5,0.2,0.1,0.002,0.031,0.018
3170,"BABYFOOD,JUC,APPL&PLUM",BABYFOOD,49,12.3,0.1,0.0,0.0,0.0,0.0
3171,"BABYFOOD,JUC,APPL&PRUNE",BABYFOOD,72,18.1,0.2,0.1,0.006,0.031,0.018
3269,"BABYFOOD,JUC,APPL,W/CA",BABYFOOD,46,11.1,0.06,0.1,0.005,0.032,0.018
42266,"BABYFOOD,JUC,APPLE-SWEET POTATO",BABYFOOD,48,11.4,0.3,0.1,0.01,0.05,0.03
3267,"BABYFOOD,JUC,FRUIT PUNCH,W/CA",BABYFOOD,52,12.7,0.2,0.1,0.004,0.029,0.02
3179,"BABYFOOD,JUC,MXD FRUIT",BABYFOOD,47,11.7,0.1,0.1,0.006,0.039,0.015
3174,"BABYFOOD,JUC,ORANGE&APPL&BANANA",BABYFOOD,47,11.5,0.4,0.1,0.007,0.027,0.016
3175,"BABYFOOD,JUC,ORANGE&APRICOT",BABYFOOD,46,10.9,0.8,0.1,0.022,0.02,0.011
3177,"BABYFOOD,JUC,ORANGE&PNAPPL",BABYFOOD,48,11.7,0.5,0.1,0.014,0.024,0.01
42267,"BABYFOOD,JUC,ORANGE-CARROT",BABYFOOD,43,9.9,0.5,0.1,0.01,0.03,0.01
3166,"BABYFOOD,JUICE,APPLE",BABYFOOD,47,11.7,0.0,0.1,0.002,0.031,0.018
3172,"BABYFOOD,JUICE,ORANGE",BABYFOOD,45,10.2,0.6,0.3,0.05,0.06,0.035
43408,"BABYFOOD,JUICE,PEAR",BABYFOOD,47,11.86,0.0,0.0,0.0,0.0,0.0
3048,"BABYFOOD,MACARONI&CHS,TODD",BABYFOOD,82,11.2,3.5,2.6,0.7,0.17,1.53
43417,"BABYFOOD,MEAT,BF W/ VEG,TODD",BABYFOOD,68,8.72,3.5,2.1,0.92,0.108,0.847
3003,"BABYFOOD,MEAT,BF,JR",BABYFOOD,81,2.43,12.03,2.52,0.95,0.16,1.18
3002,"BABYFOOD,MEAT,BF,STR",BABYFOOD,81,2.43,12.03,2.52,0.95,0.16,1.18
3014,"BABYFOOD,MEAT,CHICK STKS,JR",BABYFOOD,188,1.5,14.6,14.4,6.267,2.986,4.094
3013,"BABYFOOD,MEAT,CHICK,JR",BABYFOOD,146,0.0,14.0,9.6,4.33,2.33,2.47
3012,"BABYFOOD,MEAT,CHICK,STR",BABYFOOD,130,0.1,13.7,7.9,3.56,1.92,2.03
3009,"BABYFOOD,MEAT,HAM,JUNIOR",BABYFOOD,97,3.7,11.3,3.8,1.804,0.516,1.271
3008,"BABYFOOD,MEAT,HAM,STR",BABYFOOD,97,3.7,11.3,3.8,1.803,0.51,1.267
3011,"BABYFOOD,MEAT,LAMB,JUNIOR",BABYFOOD,112,0.0,15.2,5.2,2.06,0.22,2.56
3010,"BABYFOOD,MEAT,LAMB,STR",BABYFOOD,87,0.85,14.07,3.41,1.27,0.31,1.65
3021,"BABYFOOD,MEAT,MEAT STKS,JR",BABYFOOD,184,1.1,13.4,14.6,6.48,1.59,5.82
3007,"BABYFOOD,MEAT,PORK,STR",BABYFOOD,124,0.0,14.0,7.1,3.58,0.78,2.4
3016,"BABYFOOD,MEAT,TURKEY,JR",BABYFOOD,111,1.4,11.5,6.2,2.384,1.741,1.641
3015,"BABYFOOD,MEAT,TURKEY,STR",BABYFOOD,111,1.4,11.5,6.2,2.384,1.741,1.641
3005,"BABYFOOD,MEAT,VEAL,STR",BABYFOOD,81,1.51,13.12,2.45,1.054,0.157,1.063
3959,"BABYFOOD,MSHD CHEDDAR POTATOES&BROCCOLI,TODDLER",BABYFOOD,48,7.47,1.11,1.47,0.37,0.092,0.875
42120,"BABYFOOD,MXD FRUIT JUC W/LOFAT YOGURT",BABYFOOD,76,14.68,2.4,0.8,0.219,0.022,0.517
43523,"BABYFOOD,MXD FRUIT YOGURT,STR",BABYFOOD,75,16.23,0.8,0.8,0.219,0.022,0.517
3205,"BABYFOOD,OATMEAL CRL W/ FRUIT,DRY,INST,TODD FORT",BABYFOOD,402,74.1,10.5,7.05,3.008,2.29,1.572
3161,"BABYFOOD,PEACHES,DICES,TODD",BABYFOOD,51,11.8,0.5,0.2,0.046,0.078,0.016
3141,"BABYFOOD,PEARS,DICES,TODD",BABYFOOD,57,13.6,0.3,0.1,0.043,0.046,0.01
42279,"BABYFOOD,PEAS&BROWN RICE",BABYFOOD,64,11.49,3.4,0.5,0.18,0.18,0.1
3122,"BABYFOOD,PEAS,DICES,TODD",BABYFOOD,64,10.3,3.9,0.8,0.07,0.37,0.14
3293,"BABYFOOD,PLUMS,BANANAS&RICE,STR",BABYFOOD,57,12.7,1.1,0.3,0.12,0.07,0.06
3112,"BABYFOOD,POTATOES,TODDLER",BABYFOOD,52,11.73,1.0,0.1,0.002,0.025,0.015
3215,"BABYFOOD,PRETZELS",BABYFOOD,397,82.2,10.8,2.0,0.238,1.054,0.4
3139,"BABYFOOD,PRUNES,WO/VIT C,STR",BABYFOOD,100,23.52,1.0,0.2,0.13,0.04,0.02
3046,"BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU",BABYFOOD,99,16.3,3.6,2.2,0.57,0.48,0.96
43529,"BABYFOOD,RICE&APPLS,DRY",BABYFOOD,396,86.89,6.7,2.4,0.615,0.92,0.503
3019,"BABYFOOD,SNACK,GERBER GRADUATE FRUIT STRIPS,REAL FRUIT BARS",BABYFOOD,330,76.61,0.82,2.24,0.092,0.664,0.364
3302,"BABYFOOD,SNACK,GERBER,GRADUATES,YOGURT MELTS",BABYFOOD,380,71.82,14.29,4.0,0.968,0.194,2.236
3216,"BABYFOOD,TEETHING BISCUITS",BABYFOOD,392,76.4,10.7,4.2,1.702,0.998,1.206
3026,"BABYFOOD,TROPICAL FRUIT MEDLEY",BABYFOOD,51,12.22,0.31,0.14,0.0,0.0,0.0
3296,"BABYFOOD,TURKEY,RICE&VEG,TODD",BABYFOOD,60,7.5,3.8,1.6,0.555,0.309,0.5
42278,"BABYFOOD,VEG&BROWN RICE,STR",BABYFOOD,69,12.1,1.9,1.5,0.97,0.32,0.14
3098,"BABYFOOD,VEG,BEETS,STR",BABYFOOD,34,7.7,1.3,0.1,0.019,0.036,0.016
3114,"BABYFOOD,VEG,BUTTERNUT SQUASH&CORN",BABYFOOD,50,9.26,2.0,0.6,0.166,0.28,0.095
3100,"BABYFOOD,VEG,CARROTS,JR",BABYFOOD,32,7.2,0.8,0.2,0.009,0.093,0.036
3099,"BABYFOOD,VEG,CARROTS,STR",BABYFOOD,26,6.0,0.8,0.1,0.004,0.047,0.018
3120,"BABYFOOD,VEG,CORN,CRMD,JR",BABYFOOD,65,16.25,1.4,0.4,0.116,0.178,0.074
3119,"BABYFOOD,VEG,CORN,CRMD,STR",BABYFOOD,57,14.1,1.4,0.4,0.116,0.176,0.076
3283,"BABYFOOD,VEG,GARDEN VEG,STR",BABYFOOD,32,6.8,2.3,0.2,0.011,0.09,0.035
3096,"BABYFOOD,VEG,GRN BNS&POTATOES",BABYFOOD,62,9.0,2.2,1.9,0.539,0.132,1.117
3092,"BABYFOOD,VEG,GRN BNS,JR",BABYFOOD,24,5.8,1.2,0.1,0.004,0.052,0.023
3091,"BABYFOOD,VEG,GRN BNS,STR",BABYFOOD,27,6.29,1.2,0.17,0.0,0.116,0.039
3282,"BABYFOOD,VEG,MIX VEG JR",BABYFOOD,36,8.2,1.4,0.4,0.025,0.186,0.079
3286,"BABYFOOD,VEG,MIX VEG STR",BABYFOOD,36,8.25,1.0,0.5,0.118,0.194,0.089
3121,"BABYFOOD,VEG,PEAS,STR",BABYFOOD,50,8.36,3.27,0.43,0.05,0.2,0.07
3127,"BABYFOOD,VEG,SPINACH,CRMD,STR",BABYFOOD,37,5.7,2.5,1.3,0.332,0.133,0.702
3105,"BABYFOOD,VEG,SQUASH,JR",BABYFOOD,24,5.73,0.81,0.2,0.02,0.04,0.02
3104,"BABYFOOD,VEG,SQUASH,STR",BABYFOOD,28,5.73,0.81,0.2,0.02,0.04,0.02
3109,"BABYFOOD,VEG,SWT POTATOES,JR",BABYFOOD,60,14.0,1.1,0.1,0.004,0.044,0.021
3108,"BABYFOOD,VEG,SWT POTATOES,STR",BABYFOOD,57,13.2,1.1,0.1,0.004,0.044,0.021
3956,"BABYFOOD,YOG,WHL MILK,W/ FRUIT,MULTIG CRL & ADD DHA FORT",BABYFOOD,98,13.22,3.4,3.53,0.916,0.367,1.84
3965,"BABYFOOD,YOGU,WHL MILK,W/ FRUI,MULTIGRA CRL & ADD IRON FORT",BABYFOOD,92,13.0,3.05,3.08,0.74,0.405,1.582
7921,BACON & BF STKS,BACON & BF STKS,517,0.8,29.1,44.2,21.9,4.3,16.0
43212,"BACON BITS,MEATLESS",BACON BITS,476,28.6,32.0,25.9,6.225,13.548,4.055
16104,"BACON,MEATLESS",BACON,309,5.31,11.69,29.52,7.095,15.441,4.622
7974,"BACON,TURKEY,LO NA",BACON,253,4.8,13.33,20.0,8.571,4.275,6.667
18001,"BAGEL,PLN,TSTD, ENR W/CA PROP(INCLUDE ONION,POPPY,SESAME)",BAGEL,264,52.38,10.56,1.32,0.39,0.526,0.36
18005,"BAGELS,CINNAMON-RAISIN",BAGELS,274,55.2,9.8,1.7,0.175,0.671,0.274
18006,"BAGELS,CINNAMON-RAISIN,TSTD",BAGELS,294,59.3,10.6,1.8,0.188,0.722,0.295
18003,"BAGELS,EGG",BAGELS,278,53.0,10.6,2.1,0.42,0.642,0.421
28322,"BAGELS,MULTIGRAIN",BAGELS,241,47.47,9.9,1.24,0.314,0.7,0.0
18007,"BAGELS,OAT BRAN",BAGELS,255,53.3,10.7,1.2,0.249,0.486,0.191
18002,"BAGELS,PLN,ENR,W/ CA PROP (INCLUDES ONION,POPPY,SESAME),TSTD",BAGELS,287,57.39,11.14,1.43,0.245,0.554,0.229
18406,"BAGELS,PLN,ENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",BAGELS,275,53.4,10.5,1.6,0.131,0.696,0.22
18407,"BAGELS,PLN,UNENR,W/CA PROP (INCL ONION,POPPY,SESAME)",BAGELS,275,53.4,10.5,1.6,0.131,0.696,0.22
18408,"BAGELS,PLN,UNENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",BAGELS,275,53.4,10.5,1.6,0.131,0.696,0.22
18968,"BAGELS,WHEAT",BAGELS,250,48.89,10.2,1.53,0.29,0.936,0.0
28319,"BAGELS,WHL GRAIN WHITE",BAGELS,255,54.52,9.3,0.0,0.0,0.0,0.0
19124,"BAKING CHOC,MEXICAN,SQUARES",BAKING CHOC,426,77.41,3.64,15.59,5.044,1.162,8.606
19077,"BAKING CHOC,UNSWTND,LIQ",BAKING CHOC,472,36.2,12.1,47.7,9.23,10.7,25.29
11023,"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,WO/SALT",BALSAM-PEAR (BITTER GOURD),34,6.68,3.6,0.2,0.005,0.083,0.032
11025,"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,WO/SALT",BALSAM-PEAR (BITTER GOURD),19,4.32,0.84,0.18,0.033,0.078,0.014
11712,"BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT",BAMBOO SHOOTS,11,1.52,1.53,0.22,0.005,0.098,0.051
11027,"BAMBOO SHOOTS,CKD,BLD,DRND,WO/SALT",BAMBOO SHOOTS,12,1.92,1.53,0.22,0.005,0.098,0.051
11028,"BAMBOO SHOOTS,CND,DRND SOL",BAMBOO SHOOTS,19,3.22,1.72,0.4,0.009,0.178,0.092
11026,"BAMBOO SHOOTS,RAW",BAMBOO SHOOTS,27,5.2,2.6,0.3,0.007,0.134,0.069
19400,BANANA CHIPS,BANANA CHIPS,519,58.4,2.3,33.6,1.95,0.63,28.97
9041,"BANANAS,DEHYD,OR BANANA PDR",BANANAS,346,88.28,3.89,1.81,0.153,0.337,0.698
9040,"BANANAS,RAW",BANANAS,89,22.84,1.09,0.33,0.032,0.073,0.112
